IrriCount,SMonth,clast,crop,crop_covered_area,ctransp,irrisource,irritype,season,water_cov,y
5,06,7,4,0.896328722920689,1,0,0,1,-0.7680677629291618,1
5,11,7,4,-0.03689599050134998,1,1,2,1,0.03805812435238031,1
3,11,7,4,1.162964355326986,0,0,2,1,-0.1410809617101846,1
5,02,9,4,1.4295999877332828,1,0,0,1,-0.051511418678902146,0
2,04,9,4,1.4295999877332828,1,2,2,1,-0.6337134483822381,1
5,12,7,4,1.4962588958348568,1,0,0,1,-0.49935913383531444,1
4,01,9,4,0.896328722920689,0,2,2,1,0.08284289586802154,3
3,11,7,4,1.2962821715301343,0,0,0,1,-0.09629619019454337,0
4,07,9,4,1.4962588958348568,1,2,0,1,0.12762766738366277,1
2,12,7,4,-0.1702138067044984,0,2,2,1,-0.18586573322582584,1
4,11,9,4,1.4962588958348568,2,2,2,1,-0.49935913383531444,1
4,12,7,4,-0.2368727148060726,1,0,0,1,-0.18586573322582584,1
2,12,9,4,0.9629876310222631,0,2,2,1,-0.4545743623196732,1
2,02,9,4,0.6963519986159663,0,2,0,1,-0.36500481928839074,1
4,07,9,4,-0.30353162290764685,0,1,0,1,-0.051511418678902146,2
3,11,9,4,0.6296930905143922,1,0,0,1,-0.6784982198978794,1
3,12,7,4,0.6963519986159663,1,0,0,1,-0.051511418678902146,1
2,03,9,4,0.6963519986159663,0,2,2,1,0.08284289586802154,1
2,02,9,4,1.0963054472254117,1,0,2,1,-0.32022004777274954,1
3,12,7,4,1.0963054472254117,2,2,2,1,-0.006726647163260918,1
3,10,7,4,-0.37019053100922106,0,1,0,1,0.03805812435238031,1
3,12,7,4,0.3630574581080953,1,0,0,1,-0.49935913383531444,1
4,02,9,4,1.4962588958348568,0,0,0,1,-0.7680677629291618,1
2,11,7,4,0.9629876310222631,0,1,2,1,-0.409789590804032,1
5,11,9,4,0.49637527431124373,2,2,2,1,-0.18586573322582584,3
3,05,7,4,-0.1702138067044984,0,1,0,1,-0.32022004777274954,1
4,04,9,4,-0.30353162290764685,2,0,2,1,-0.1410809617101846,1
2,03,7,4,-0.1702138067044984,1,2,2,1,-0.23065050474146706,1
4,04,9,4,-0.1702138067044984,0,2,0,1,-0.6337134483822381,1
3,10,9,4,-0.1702138067044984,0,2,0,1,-0.2754352762571083,1
2,10,9,4,-0.30353162290764685,2,2,0,1,-0.18586573322582584,1
4,11,9,4,1.562917803936431,0,2,0,1,-0.49935913383531444,1
2,11,9,4,-0.30353162290764685,1,0,0,1,-0.051511418678902146,1
2,12,7,4,0.8296698148191147,0,1,2,1,-0.5889286768665969,1
5,12,9,4,1.0296465391238374,2,1,0,1,-0.006726647163260918,1
5,12,9,4,1.3629410796317085,1,0,0,1,-0.49935913383531444,1
2,11,7,4,1.3629410796317085,2,1,2,1,-0.7232829914135206,1
5,11,7,4,1.3629410796317085,2,1,0,1,-0.051511418678902146,1
3,12,9,4,1.4962588958348568,0,1,0,1,-0.09629619019454337,1
4,11,9,4,0.6963519986159663,2,0,0,1,-0.32022004777274954,1
2,12,7,4,1.22962326342856,2,0,2,1,-0.006726647163260918,1
5,11,7,4,0.8296698148191147,0,2,0,1,-0.09629619019454337,1
2,08,7,4,-0.2368727148060726,0,2,2,1,-0.6784982198978794,1
4,11,9,4,-0.43684943911079527,1,0,2,1,-0.006726647163260918,1
5,12,9,4,1.22962326342856,0,2,2,1,0.03805812435238031,1
5,12,7,4,0.5630341824128179,0,1,2,1,-0.006726647163260918,1
2,12,9,4,0.029762917600224235,0,0,0,1,0.03805812435238031,2
3,12,7,4,0.6296930905143922,2,2,2,1,-0.32022004777274954,1
5,11,9,4,0.029762917600224235,0,2,0,1,-0.1410809617101846,1
4,11,9,4,-0.03689599050134998,2,1,2,1,-0.409789590804032,1
4,05,7,4,1.162964355326986,1,0,0,1,-0.18586573322582584,1
2,03,7,4,0.029762917600224235,0,1,2,1,-0.7680677629291618,1
4,05,9,4,0.896328722920689,0,2,2,1,0.03805812435238031,1
5,08,9,4,1.0963054472254117,0,2,0,1,-0.409789590804032,1
2,03,9,4,1.4962588958348568,0,0,2,1,0.12762766738366277,1
2,11,7,4,1.562917803936431,2,0,2,1,-0.23065050474146706,1
5,11,7,4,1.2962821715301343,1,1,0,1,-0.49935913383531444,1
3,12,7,4,1.22962326342856,1,1,2,1,-0.5441439053509557,1
3,11,7,4,0.2963985500065211,0,0,0,1,-0.4545743623196732,1
4,12,9,4,0.5630341824128179,2,0,2,1,0.03805812435238031,1
3,11,7,4,1.562917803936431,2,0,0,1,-0.7680677629291618,1
2,10,9,4,0.2963985500065211,0,1,2,1,-0.5441439053509557,1
4,11,7,4,0.7630109067175406,1,2,0,1,-0.7232829914135206,1
5,11,7,4,1.562917803936431,1,2,2,1,-0.23065050474146706,1
3,11,9,4,0.16308073380337265,0,2,2,1,-0.051511418678902146,1
5,12,7,4,-0.03689599050134998,1,0,0,1,-0.409789590804032,1
2,11,9,4,0.2963985500065211,1,1,0,1,-0.6784982198978794,1
5,12,9,4,0.8296698148191147,2,0,0,1,-0.5889286768665969,2
5,09,9,4,-0.1702138067044984,2,2,2,1,-0.6337134483822381,3
2,12,7,4,0.5630341824128179,0,0,2,1,-0.18586573322582584,1
5,12,9,4,0.09642182570179844,0,2,0,1,-0.7680677629291618,1
4,11,9,4,-0.03689599050134998,2,2,0,1,0.12762766738366277,2
4,10,7,4,0.8296698148191147,1,1,2,1,-0.1410809617101846,0
2,07,7,4,0.9629876310222631,0,0,0,1,-0.5441439053509557,1
4,12,9,4,1.22962326342856,0,0,0,1,0.03805812435238031,1
2,12,9,4,0.09642182570179844,0,1,0,1,0.03805812435238031,1
3,11,7,4,-0.03689599050134998,0,0,2,1,0.08284289586802154,1
5,12,9,4,0.5630341824128179,2,1,0,1,-0.7232829914135206,1
4,12,7,4,0.7630109067175406,2,1,2,1,-0.23065050474146706,3
2,11,9,4,-0.03689599050134998,0,0,2,1,-0.7232829914135206,3
4,04,7,4,-0.10355489860292419,0,0,0,1,-0.36500481928839074,1
4,11,9,4,0.6963519986159663,2,1,2,1,-0.32022004777274954,1
3,11,7,4,0.7630109067175406,1,0,0,1,-0.23065050474146706,1
3,11,7,4,0.22973964190494686,2,2,0,1,-0.2754352762571083,1
4,12,9,4,1.4295999877332828,0,0,0,1,-0.5441439053509557,1
3,11,9,4,0.2963985500065211,0,2,0,1,-0.36500481928839074,1
5,11,7,4,1.4295999877332828,0,2,0,1,-0.006726647163260918,1
4,11,7,4,1.22962326342856,2,0,0,1,-0.1410809617101846,1
3,06,9,4,0.16308073380337265,0,2,2,1,-0.1410809617101846,1
5,12,9,4,0.3630574581080953,2,0,2,1,0.08284289586802154,1
3,11,9,4,0.2963985500065211,1,2,2,1,-0.6784982198978794,1
2,11,7,4,1.562917803936431,2,2,2,1,-0.23065050474146706,1
5,12,9,4,0.896328722920689,1,1,2,1,-0.1410809617101846,1
2,07,9,4,0.16308073380337265,1,1,0,1,-0.5889286768665969,1
2,12,9,4,0.8296698148191147,0,0,2,1,-0.006726647163260918,1
5,05,7,4,0.6963519986159663,1,1,2,1,-0.5889286768665969,1
5,11,9,4,-0.2368727148060726,1,0,0,1,-0.2754352762571083,1
2,05,7,4,1.3629410796317085,1,0,2,1,0.12762766738366277,1
3,12,7,4,1.0963054472254117,1,1,0,1,-0.7232829914135206,1
4,12,9,4,-0.1702138067044984,0,0,0,1,-0.409789590804032,1
2,11,7,4,-0.1702138067044984,0,2,2,1,-0.1410809617101846,1
5,11,9,4,1.4295999877332828,2,1,0,1,-0.051511418678902146,1
3,12,9,4,1.3629410796317085,0,0,2,1,-0.5889286768665969,1
2,12,9,4,0.2963985500065211,1,1,0,1,-0.6784982198978794,1
4,11,9,4,1.22962326342856,0,2,0,1,-0.5889286768665969,1
3,10,9,4,-0.30353162290764685,2,1,2,1,-0.23065050474146706,1
3,05,9,4,1.4295999877332828,0,1,2,1,-0.2754352762571083,1
2,05,9,4,0.029762917600224235,1,1,0,1,-0.18586573322582584,1
5,11,4,5,0.22973964190494686,3,0,1,1,1.3816012698216171,1
4,11,4,5,1.22962326342856,3,1,1,1,1.8294489849780295,1
4,04,4,5,0.2963985500065211,3,1,1,1,1.157677412243411,1
3,12,4,5,0.6296930905143922,3,0,1,1,1.5159555843685408,1
6,04,0,5,0.5630341824128179,3,1,1,1,1.6503098989154645,1
6,11,0,5,0.49637527431124373,3,0,1,1,1.919018528009312,1
5,11,0,5,0.4297163662096695,3,1,1,1,1.1128926407277697,1
4,12,0,5,0.2963985500065211,3,1,1,1,1.8294489849780295,1
3,06,0,5,0.8296698148191147,3,1,1,1,1.1128926407277697,1
5,12,4,5,0.49637527431124373,3,1,1,1,1.6503098989154645,1
4,06,0,5,1.3629410796317085,3,1,1,1,1.5159555843685408,1
3,11,4,5,0.8296698148191147,3,0,1,1,1.0681078692121286,1
3,12,4,5,1.162964355326986,3,1,1,1,1.8294489849780295,1
5,12,0,5,0.7630109067175406,3,0,1,1,1.8742337564936706,1
5,12,0,5,0.896328722920689,3,1,1,1,1.2024621837590523,1
5,12,4,5,1.562917803936431,3,0,1,1,1.6055251273998232,1
6,12,4,5,1.2962821715301343,3,1,1,1,1.6950946704311058,1
6,07,4,5,1.562917803936431,3,0,1,1,1.919018528009312,1
5,12,0,5,0.7630109067175406,3,0,1,1,1.5159555843685408,1
4,11,0,5,1.22962326342856,3,1,1,1,1.8294489849780295,2
6,11,4,5,0.5630341824128179,3,1,1,1,1.336816498305976,1
3,06,0,5,0.896328722920689,3,1,1,1,1.4711708128528995,0
5,11,4,5,1.2962821715301343,3,0,1,1,1.1128926407277697,1
6,02,0,5,0.4297163662096695,3,0,1,1,1.919018528009312,2
5,11,0,5,1.162964355326986,3,0,1,1,1.6503098989154645,1
6,12,0,5,0.22973964190494686,3,0,1,1,1.7846642134623882,1
6,11,0,5,1.4962588958348568,3,1,1,1,1.2024621837590523,1
3,04,4,5,0.22973964190494686,3,0,1,1,1.0681078692121286,1
3,03,0,5,0.7630109067175406,3,0,1,1,1.6055251273998232,1
6,01,0,5,0.9629876310222631,3,0,1,1,1.2472469552746934,1
4,12,0,5,0.4297163662096695,3,1,1,1,1.739879441946747,1
3,03,0,5,1.0296465391238374,3,0,1,1,1.6950946704311058,1
6,07,0,5,0.6296930905143922,3,0,1,1,1.5607403558841821,1
5,12,0,5,0.6963519986159663,3,0,1,1,1.0681078692121286,1
5,10,4,5,1.0296465391238374,3,1,1,1,1.2024621837590523,1
4,11,4,5,0.896328722920689,3,0,1,1,1.5159555843685408,1
6,08,4,5,0.7630109067175406,3,0,1,1,1.6950946704311058,1
3,03,0,5,1.22962326342856,3,1,1,1,1.8742337564936706,1
5,11,4,5,0.8296698148191147,3,1,1,1,1.5607403558841821,1
5,02,4,5,0.896328722920689,3,0,1,1,1.0681078692121286,0
6,11,0,5,0.9629876310222631,3,0,1,1,1.6055251273998232,1
6,09,4,5,1.0963054472254117,3,1,1,1,1.157677412243411,1
6,02,4,5,1.4295999877332828,3,1,1,1,1.919018528009312,1
5,11,0,5,0.9629876310222631,3,0,1,1,1.2472469552746934,1
3,11,4,5,1.3629410796317085,3,1,1,1,1.6055251273998232,1
3,06,4,5,1.562917803936431,3,0,1,1,1.4711708128528995,1
3,11,0,5,1.2962821715301343,3,1,1,1,1.919018528009312,0
3,11,0,5,0.3630574581080953,3,0,1,1,1.1128926407277697,1
5,10,0,5,0.22973964190494686,3,0,1,1,1.157677412243411,1
4,12,0,5,1.4295999877332828,3,1,1,1,1.2472469552746934,1
6,02,4,5,0.4297163662096695,3,0,1,1,1.4263860413372584,2
4,01,4,5,1.22962326342856,3,1,1,1,1.5607403558841821,1
3,08,4,5,0.9629876310222631,3,1,1,1,1.6950946704311058,0
5,11,0,5,1.562917803936431,3,1,1,1,1.2024621837590523,1
3,12,4,5,1.562917803936431,3,0,1,1,1.3816012698216171,1
5,07,4,5,1.0296465391238374,3,0,1,1,1.1128926407277697,1
4,11,0,5,1.2962821715301343,3,1,1,1,1.7846642134623882,1
6,12,0,5,0.6963519986159663,3,0,1,1,1.0233230976964873,1
3,11,0,5,1.0296465391238374,3,1,1,1,1.8742337564936706,1
4,11,0,5,1.4962588958348568,3,1,1,1,1.8742337564936706,2
4,12,0,5,0.49637527431124373,3,0,1,1,1.3816012698216171,1
5,02,0,5,1.3629410796317085,3,0,1,1,1.739879441946747,1
4,12,0,5,1.162964355326986,3,0,1,1,1.739879441946747,0
3,07,0,5,0.9629876310222631,3,0,1,1,1.739879441946747,0
5,12,0,5,1.2962821715301343,3,1,1,1,1.3816012698216171,1
3,12,4,5,1.162964355326986,3,0,1,1,1.739879441946747,0
5,08,4,5,0.2963985500065211,3,0,1,1,1.6950946704311058,1
4,06,0,5,0.5630341824128179,3,0,1,1,1.8742337564936706,1
5,11,0,5,1.2962821715301343,3,1,1,1,1.6055251273998232,1
4,11,0,5,1.22962326342856,3,0,1,1,1.5159555843685408,0
5,08,4,5,1.2962821715301343,3,0,1,1,1.3816012698216171,0
6,03,0,5,1.4962588958348568,3,1,1,1,1.8742337564936706,1
6,09,0,5,0.7630109067175406,3,0,1,1,1.3816012698216171,2
5,11,0,5,0.49637527431124373,3,0,1,1,1.4711708128528995,1
6,12,4,5,0.22973964190494686,3,1,1,1,1.5607403558841821,1
4,06,0,5,0.5630341824128179,3,0,1,1,1.1128926407277697,1
5,12,4,5,1.0963054472254117,3,1,1,1,1.5159555843685408,2
6,12,0,5,1.2962821715301343,3,1,1,1,1.0681078692121286,1
4,12,0,5,1.4295999877332828,3,0,1,1,1.2024621837590523,1
6,04,0,5,0.22973964190494686,3,1,1,1,1.8294489849780295,1
3,12,0,5,0.22973964190494686,3,0,1,1,1.1128926407277697,1
3,11,4,5,1.0296465391238374,3,0,1,1,1.2472469552746934,0
6,11,0,5,1.0963054472254117,3,0,1,1,1.8742337564936706,3
6,11,4,5,0.5630341824128179,3,1,1,1,1.5159555843685408,3
6,11,0,5,0.5630341824128179,3,1,1,1,1.2920317267903347,1
3,12,4,5,0.22973964190494686,3,1,1,1,1.8294489849780295,2
5,12,4,5,1.0963054472254117,3,0,1,1,1.0233230976964873,1
5,03,4,5,0.3630574581080953,3,1,1,1,1.8294489849780295,1
3,12,4,5,0.8296698148191147,3,0,1,1,1.157677412243411,1
3,11,4,5,1.4295999877332828,3,0,1,1,1.0681078692121286,1
3,11,4,5,1.4295999877332828,3,0,1,1,1.336816498305976,1
6,02,0,5,1.4295999877332828,3,0,1,1,1.4711708128528995,1
4,08,0,5,0.4297163662096695,3,1,1,1,1.919018528009312,1
5,11,4,5,1.4962588958348568,3,1,1,1,1.7846642134623882,1
6,12,4,5,1.4295999877332828,3,1,1,1,1.7846642134623882,1
4,11,0,5,0.8296698148191147,3,1,1,1,1.8742337564936706,1
5,11,0,5,0.2963985500065211,3,0,1,1,1.157677412243411,1
6,08,0,5,0.4297163662096695,3,0,1,1,1.2024621837590523,1
5,12,0,5,0.5630341824128179,3,1,1,1,1.919018528009312,1
4,12,0,5,0.6296930905143922,3,0,1,1,1.6950946704311058,1
3,11,4,5,1.22962326342856,3,1,1,1,1.739879441946747,1
4,12,4,5,0.6296930905143922,3,1,1,1,1.919018528009312,2
6,11,0,5,1.3629410796317085,3,0,1,1,1.1128926407277697,1
4,12,4,5,1.4962588958348568,3,1,1,1,1.4263860413372584,1
6,12,0,5,1.4295999877332828,3,1,1,1,1.2472469552746934,1
6,01,4,5,0.7630109067175406,3,1,1,1,1.5159555843685408,2
4,11,4,5,1.4962588958348568,3,0,1,1,1.919018528009312,1
5,09,0,5,0.8296698148191147,3,1,1,1,1.919018528009312,1
3,11,4,5,1.0296465391238374,3,1,1,1,1.4711708128528995,1
6,10,4,5,1.3629410796317085,3,0,1,1,1.1128926407277697,1
3,11,0,5,1.22962326342856,3,0,1,1,1.3816012698216171,1
3,12,0,5,1.2962821715301343,3,1,1,1,1.2024621837590523,1
5,06,0,5,1.0296465391238374,3,0,1,1,1.1128926407277697,1
6,12,0,5,0.9629876310222631,3,1,1,1,1.0233230976964873,1
6,07,0,5,0.22973964190494686,3,0,1,1,1.739879441946747,1
4,03,0,5,0.6963519986159663,3,0,1,1,1.0681078692121286,1
5,12,4,5,1.562917803936431,3,0,1,1,1.6055251273998232,1
6,06,0,5,1.3629410796317085,3,0,1,1,1.5159555843685408,1
5,11,0,5,0.2963985500065211,3,1,1,1,1.2024621837590523,1
5,12,0,5,1.22962326342856,3,1,1,1,1.6950946704311058,1
3,11,4,5,0.9629876310222631,3,1,1,1,1.2024621837590523,1
5,12,4,5,0.7630109067175406,3,1,1,1,1.6950946704311058,1
3,08,0,5,1.162964355326986,3,1,1,1,1.2920317267903347,1
4,11,0,5,1.2962821715301343,3,1,1,1,1.3816012698216171,0
6,11,0,5,1.562917803936431,3,1,1,1,1.6950946704311058,1
6,12,0,5,1.3629410796317085,3,0,1,1,1.3816012698216171,1
3,11,4,5,0.5630341824128179,3,0,1,1,1.5607403558841821,1
6,12,0,5,1.0963054472254117,3,1,1,1,1.919018528009312,1
5,02,4,5,0.3630574581080953,3,0,1,1,1.2024621837590523,1
6,12,4,5,0.6296930905143922,3,1,1,1,1.5607403558841821,1
5,06,4,5,1.162964355326986,3,1,1,1,1.2920317267903347,1
4,11,4,5,1.562917803936431,3,0,1,1,1.1128926407277697,1
4,10,0,5,1.22962326342856,3,1,1,1,1.739879441946747,1
3,12,4,5,1.22962326342856,3,1,1,1,1.7846642134623882,1
4,11,4,5,0.6963519986159663,3,0,1,1,1.6950946704311058,1
5,12,4,5,0.6296930905143922,3,1,1,1,1.336816498305976,1
6,12,4,5,0.5630341824128179,3,0,1,1,1.5607403558841821,1
5,12,0,5,0.2963985500065211,3,1,1,1,1.4711708128528995,1
3,04,0,5,1.0296465391238374,3,1,1,1,1.2024621837590523,1
5,10,0,5,0.9629876310222631,3,0,1,1,1.2920317267903347,0
6,12,0,5,1.162964355326986,3,1,1,1,1.739879441946747,1
6,01,4,5,0.7630109067175406,3,0,1,1,1.4263860413372584,1
3,11,4,5,0.2963985500065211,3,0,1,1,1.6503098989154645,1
6,11,0,5,1.2962821715301343,3,0,1,1,1.5159555843685408,0
4,12,0,5,0.49637527431124373,3,0,1,1,1.2024621837590523,3
6,12,0,5,0.896328722920689,3,1,1,1,1.2024621837590523,1
3,03,4,5,1.4295999877332828,3,0,1,1,1.1128926407277697,1
6,11,0,5,0.6296930905143922,3,1,1,1,1.2024621837590523,1
6,03,0,5,0.2963985500065211,3,0,1,1,1.2024621837590523,1
3,11,4,5,1.22962326342856,3,1,1,1,1.6950946704311058,1
6,01,4,5,0.9629876310222631,3,1,1,1,1.739879441946747,1
5,12,4,5,1.162964355326986,3,0,1,1,1.157677412243411,1
5,12,0,5,0.22973964190494686,3,1,1,1,1.2024621837590523,1
6,08,4,5,1.0296465391238374,3,0,1,1,1.1128926407277697,1
5,02,0,5,0.5630341824128179,3,0,1,1,1.739879441946747,1
6,12,4,5,0.22973964190494686,3,1,1,1,1.4711708128528995,1
6,12,0,5,1.162964355326986,3,0,1,1,1.5607403558841821,1
5,12,4,5,1.0296465391238374,3,0,1,1,1.2024621837590523,1
3,12,0,5,0.49637527431124373,3,0,1,1,1.7846642134623882,1
4,02,4,5,1.0296465391238374,3,1,1,1,1.739879441946747,1
3,10,4,5,0.49637527431124373,3,0,1,1,1.0233230976964873,1
6,11,0,5,1.4295999877332828,3,1,1,1,1.6503098989154645,1
6,02,0,5,1.562917803936431,3,0,1,1,1.6503098989154645,1
6,12,0,5,1.3629410796317085,3,0,1,1,1.7846642134623882,1
4,11,4,5,1.562917803936431,3,1,1,1,1.4711708128528995,1
3,12,0,5,0.8296698148191147,3,0,1,1,1.7846642134623882,1
3,11,4,5,0.6963519986159663,3,0,1,1,1.3816012698216171,1
6,11,4,5,1.162964355326986,3,1,1,1,1.2024621837590523,1
5,11,0,5,1.562917803936431,3,1,1,1,1.0233230976964873,1
5,12,0,5,1.4962588958348568,3,0,1,1,1.2920317267903347,3
5,12,4,5,0.4297163662096695,3,0,1,1,1.336816498305976,1
6,08,0,5,0.2963985500065211,3,1,1,1,1.6503098989154645,1
4,11,0,5,0.5630341824128179,3,1,1,1,1.4263860413372584,1
6,08,0,5,0.3630574581080953,3,0,1,1,1.3816012698216171,1
5,12,4,5,0.6296930905143922,3,0,1,1,1.2472469552746934,0
4,11,4,5,0.8296698148191147,3,0,1,1,1.3816012698216171,1
3,11,0,5,0.5630341824128179,3,1,1,1,1.7846642134623882,1
3,12,0,5,1.22962326342856,3,0,1,1,1.7846642134623882,1
3,12,4,5,0.2963985500065211,3,0,1,1,1.919018528009312,1
3,11,0,5,1.2962821715301343,3,1,1,1,1.336816498305976,1
4,12,4,5,1.0296465391238374,3,0,1,1,1.8742337564936706,1
5,12,4,5,0.22973964190494686,3,0,1,1,1.336816498305976,1
5,11,0,5,0.5630341824128179,3,0,1,1,1.6055251273998232,2
3,12,4,5,0.49637527431124373,3,1,1,1,1.5607403558841821,1
3,03,0,5,1.0296465391238374,3,0,1,1,1.7846642134623882,1
3,11,0,5,1.3629410796317085,3,1,1,1,1.6503098989154645,2
4,12,4,5,0.9629876310222631,3,1,1,1,1.5159555843685408,1
4,05,4,5,0.6296930905143922,3,1,1,1,1.739879441946747,1
6,11,4,5,1.162964355326986,3,0,1,1,1.8294489849780295,1
4,08,0,5,0.3630574581080953,3,1,1,1,1.3816012698216171,2
5,12,0,5,1.22962326342856,3,0,1,1,1.739879441946747,1
3,11,4,5,0.22973964190494686,3,0,1,1,1.919018528009312,1
3,11,4,5,1.22962326342856,3,0,1,1,1.6503098989154645,0
4,12,0,5,0.9629876310222631,3,0,1,1,1.8294489849780295,1
4,12,4,5,1.4295999877332828,3,1,1,1,1.2472469552746934,0
6,12,0,5,0.6963519986159663,3,1,1,1,1.8294489849780295,1
3,11,0,5,0.9629876310222631,3,1,1,1,1.0681078692121286,1
5,11,4,5,1.162964355326986,3,1,1,1,1.3816012698216171,1
6,11,0,5,0.8296698148191147,3,0,1,1,1.5607403558841821,1
5,12,0,5,1.3629410796317085,3,1,1,1,1.4263860413372584,1
3,01,0,5,1.562917803936431,3,0,1,1,1.6055251273998232,0
5,12,4,5,0.5630341824128179,3,0,1,1,1.5159555843685408,1
3,04,4,5,0.3630574581080953,3,1,1,1,1.1128926407277697,1
5,12,0,5,0.6963519986159663,3,0,1,1,1.2024621837590523,1
4,02,4,5,0.7630109067175406,3,1,1,1,1.0233230976964873,1
4,04,0,5,0.49637527431124373,3,0,1,1,1.0681078692121286,1
3,10,0,5,0.2963985500065211,3,1,1,1,1.0233230976964873,1
6,11,0,5,0.2963985500065211,3,0,1,1,1.2472469552746934,1
4,12,0,5,0.6296930905143922,3,0,1,1,1.2920317267903347,2
5,12,0,5,1.2962821715301343,3,0,1,1,1.6055251273998232,1
3,12,4,5,0.8296698148191147,3,0,1,1,1.4263860413372584,0
5,02,4,5,0.9629876310222631,3,1,1,1,1.1128926407277697,1
3,05,4,5,0.2963985500065211,3,0,1,1,1.8742337564936706,1
6,08,0,5,0.8296698148191147,3,0,1,1,1.6950946704311058,1
3,12,4,5,1.4962588958348568,3,1,1,1,1.0681078692121286,1
6,11,0,5,0.22973964190494686,3,1,1,1,1.2024621837590523,0
6,06,0,5,0.4297163662096695,3,0,1,1,1.2920317267903347,1
3,12,4,5,1.0296465391238374,3,1,1,1,1.157677412243411,1
5,11,4,5,0.9629876310222631,3,0,1,1,1.0681078692121286,1
6,11,4,5,0.896328722920689,3,1,1,1,1.8294489849780295,1
6,12,0,5,0.8296698148191147,3,1,1,1,1.0681078692121286,1
4,12,4,5,1.162964355326986,3,0,1,1,1.2024621837590523,1
6,10,4,5,0.49637527431124373,3,0,1,1,1.8294489849780295,2
6,12,0,5,1.2962821715301343,3,1,1,1,1.5607403558841821,0
5,11,0,5,0.49637527431124373,3,0,1,1,1.4263860413372584,1
5,03,0,5,0.2963985500065211,3,0,1,1,1.5607403558841821,1
4,12,0,5,0.7630109067175406,3,1,1,1,1.5159555843685408,1
5,11,4,5,0.5630341824128179,3,0,1,1,1.336816498305976,2
5,12,4,5,1.3629410796317085,3,0,1,1,1.0681078692121286,1
6,11,4,5,1.0963054472254117,3,1,1,1,1.157677412243411,1
3,11,4,5,1.4295999877332828,3,0,1,1,1.2024621837590523,0
5,09,4,5,1.0963054472254117,3,0,1,1,1.2472469552746934,1
3,11,4,5,0.6963519986159663,3,1,1,1,1.8294489849780295,1
6,11,4,5,1.2962821715301343,3,0,1,1,1.2920317267903347,0
3,12,0,5,0.3630574581080953,3,0,1,1,1.5159555843685408,1
4,11,4,5,0.8296698148191147,3,1,1,1,1.919018528009312,1
5,08,4,5,1.2962821715301343,3,1,1,1,1.1128926407277697,1
3,12,0,5,0.896328722920689,3,0,1,1,1.8742337564936706,2
6,11,4,5,0.6963519986159663,3,1,1,1,1.739879441946747,3
3,12,4,5,0.22973964190494686,3,0,1,1,1.8294489849780295,1
6,09,0,5,1.0296465391238374,3,0,1,1,1.4711708128528995,2
6,12,4,5,1.562917803936431,3,0,1,1,1.1128926407277697,1
6,12,4,5,0.4297163662096695,3,0,1,1,1.1128926407277697,1
5,04,4,5,0.6296930905143922,3,0,1,1,1.8294489849780295,1
4,10,0,5,1.0963054472254117,3,1,1,1,1.4711708128528995,2
4,01,0,5,0.49637527431124373,3,1,1,1,1.1128926407277697,1
6,05,4,5,0.896328722920689,3,0,1,1,1.8294489849780295,1
5,07,4,5,1.2962821715301343,3,0,1,1,1.739879441946747,1
5,06,4,5,0.49637527431124373,3,0,1,1,1.4711708128528995,1
6,12,0,5,1.4962588958348568,3,0,1,1,1.8742337564936706,1
4,11,0,5,0.3630574581080953,3,1,1,1,1.2472469552746934,1
4,11,4,5,0.49637527431124373,3,0,1,1,1.3816012698216171,3
4,12,4,5,1.162964355326986,3,0,1,1,1.8294489849780295,1
5,06,4,5,1.4295999877332828,3,0,1,1,1.157677412243411,1
4,04,4,5,1.22962326342856,3,0,1,1,1.2920317267903347,1
3,10,4,5,0.6963519986159663,3,0,1,1,1.336816498305976,1
4,12,0,5,1.0296465391238374,3,1,1,1,1.2472469552746934,1
4,12,0,5,1.22962326342856,3,1,1,1,1.2472469552746934,3
6,12,0,5,0.3630574581080953,3,0,1,1,1.0233230976964873,1
5,12,4,5,0.22973964190494686,3,1,1,1,1.7846642134623882,3
4,10,4,5,0.7630109067175406,3,0,1,1,1.2024621837590523,0
6,05,0,5,0.7630109067175406,3,0,1,1,1.1128926407277697,1
4,11,0,5,1.2962821715301343,3,1,1,1,1.4711708128528995,0
6,08,0,5,0.2963985500065211,3,1,1,1,1.2920317267903347,1
4,08,4,5,0.7630109067175406,3,1,1,1,1.2024621837590523,1
3,12,4,5,1.4295999877332828,3,0,1,1,1.8742337564936706,1
4,12,4,5,1.0296465391238374,3,1,1,1,1.157677412243411,1
4,11,0,5,0.49637527431124373,3,1,1,1,1.5159555843685408,1
6,12,4,5,0.7630109067175406,3,0,1,1,1.2472469552746934,1
5,01,4,5,1.0296465391238374,3,1,1,1,1.8294489849780295,1
4,11,0,5,0.22973964190494686,3,1,1,1,1.6055251273998232,1
4,12,0,5,1.162964355326986,3,0,1,1,1.1128926407277697,1
3,12,4,5,0.4297163662096695,3,1,1,1,1.4263860413372584,1
3,12,4,5,0.4297163662096695,3,0,1,1,1.1128926407277697,1
4,11,0,5,1.4962588958348568,3,0,1,1,1.6950946704311058,0
5,12,0,5,0.8296698148191147,3,1,1,1,1.157677412243411,1
4,12,4,5,0.5630341824128179,3,0,1,1,1.1128926407277697,2
5,08,0,5,0.9629876310222631,3,0,1,1,1.336816498305976,1
3,12,0,5,1.4962588958348568,3,0,1,1,1.739879441946747,1
