Crop,State,District,Sub-District,SDate,HDate,CropCoveredArea,CHeight,CNext,CLast,CTransp,IrriType,IrriSource,IrriCount,WaterCov,ExpYield,Season,ndvi,evi,ndwi,gndvi,savi,msavi,target
3,0,5,94,107,380,69,36,1,5,0,0,1,1,27,14,1,0.17795154860189252,-2.3237339457127617,10.345016536683445,0.19787150421614977,0.266906434791177,3654.305908203125,0.0
3,0,5,94,242,465,53,29,1,5,0,3,2,3,39,14,1,0.11462710016303411,inf,11.197365344550043,0.14532089690183506,0.17192635545475166,3236.772705078125,0.0
3,0,5,94,241,572,51,37,5,1,1,3,1,2,37,15,1,0.23696913863426555,0.42030417963476485,10.55584069871991,0.21941793479513905,0.3554241743508538,3639.643310546875,0.0
3,0,5,94,66,215,54,29,1,5,0,0,1,1,26,14,1,0.08241528709388864,4.812889702946173,6.107384040558252,0.09874911801298242,0.12361668807915528,5971.44482421875,0.0
3,0,5,94,125,531,50,40,1,5,1,3,1,2,48,11,1,0.20196121681014922,-0.8817310747566168,10.711379792167667,0.19855378694482542,0.3029168185485764,3541.004150390625,0.0
3,0,5,94,317,551,74,32,5,1,1,0,2,4,23,13,1,0.20787832914556334,-1.206260909704442,10.835377588441387,0.20842849993253892,0.31179143398207404,3519.376220703125,0.0
3,0,5,94,409,344,54,32,1,5,2,0,2,1,21,12,1,0.2244671776458386,-1.933366358271475,10.399896137263097,0.21658632306003278,0.3366733863589971,3679.66748046875,0.0
3,0,5,9,297,400,50,22,1,5,0,3,1,1,47,13,1,0.1462889371047089,1.4817494785585628,10.910785749573613,0.1686195874613176,0.2194154238037516,3383.68896484375,0.0
3,0,5,9,526,423,53,35,1,5,0,3,1,1,41,15,1,0.25789026037715984,-0.3989164222029945,11.178346840321117,0.25195708072812123,0.38680193018577647,3532.536376953125,0.0
3,0,5,9,220,133,56,40,5,1,2,3,2,2,49,15,1,0.17304121284746704,0.13204603215785551,11.476005790861112,0.1905171372056388,0.2595395183873205,3285.843505859375,0.0
3,0,5,9,390,343,71,28,1,5,0,3,2,4,50,10,1,0.21299894108739187,-0.5985015060161099,10.626427332849728,0.23450698629512484,0.319472898943309,3670.794189453125,0.0
3,0,5,109,279,401,50,29,5,1,1,0,2,2,26,12,1,0.20672390000520371,-1.224613509942177,11.385820498605378,0.20283868029853006,0.31005844991150766,3329.009765625,2.0
3,0,13,76,242,509,65,32,1,5,0,0,1,3,27,15,1,0.15685899062708,-4.43907464609263,10.720099699824333,0.1725047420853218,0.23526929689687795,3452.253173828125,0.0
3,0,13,76,487,2,70,24,5,1,0,3,2,3,40,15,1,0.16551975509422326,-1.4928636070940475,11.826869385153124,0.17580128339852066,0.24825726818956317,3136.422119140625,0.0
3,0,13,37,506,323,62,23,1,5,2,3,1,3,33,14,1,0.24349960999622203,1.4099345451975664,11.967922872487026,0.23093788231330473,0.3652121039410423,3123.1044921875,0.0
3,0,13,37,241,192,72,27,1,5,2,3,2,4,43,12,1,1.7451577539418888,15.664273191355344,10.160526473921813,1.757566212020009,2.6174226997476073,3212.840576171875,0.0
3,0,9,69,16,571,75,36,5,1,2,0,1,2,24,14,1,0.14595477885053504,inf,11.824749704619189,0.1609678479652817,0.21891254335194632,3096.810791015625,0.0
3,0,5,96,391,551,59,29,5,1,0,3,1,2,33,12,1,0.11553295656788576,-2.722865190162377,11.523095879032395,0.1303085385556788,0.1732843284939926,3099.9619140625,0.0
3,0,5,96,562,551,58,20,5,1,2,0,2,1,32,11,1,0.12241306408732651,0.2502788470225856,10.915105730052376,0.1329714913742384,0.18360432330141008,3277.568115234375,0.0
3,0,5,96,574,400,52,22,5,1,1,0,2,1,28,10,1,0.1838096498551796,1.6123173058062001,10.276971934839247,0.198026317696012,0.2756929795588118,3681.731689453125,0.0
3,0,5,96,354,238,77,26,1,5,2,0,1,4,40,14,1,0.21954200514397262,0.14690173883281973,11.12023663376187,0.22303695882271143,0.32928517902615667,3486.087646484375,0.0
3,0,5,52,317,281,68,30,1,5,2,0,2,2,23,11,1,0.19653229033479944,-0.9479379471711153,10.970992865981344,0.20354556599110663,0.2947734807096031,3450.042236328125,0.0
3,0,5,52,125,511,75,26,1,5,2,0,2,2,26,15,1,0.18451703846489806,-3.7219862109215356,10.947647814295268,0.18611798611503047,0.27675265870306903,3460.545166015625,0.0
3,0,5,52,370,551,58,32,5,1,0,0,2,4,29,11,1,0.1271376795044188,-0.7372509569542801,10.94169836271527,0.1415088337422762,0.19069079780171252,3305.447265625,3.0
3,0,5,52,527,88,59,23,1,5,0,3,1,1,32,13,1,0.16352561582373717,-2.7067837568307755,10.197067357760941,0.1829595070122197,0.24526957747907205,3668.3798828125,0.0
3,0,5,52,221,299,68,23,1,5,2,3,2,1,41,10,1,0.1427641975917897,-5.111858807039186,10.746978865069105,0.1635473001182909,0.21412927723630154,3438.55029296875,0.0
3,0,5,67,369,571,65,26,1,5,1,0,2,3,29,13,1,0.14655808781343305,-3.193736411802621,11.170490583429135,0.15868219484219548,0.21981849602834885,3278.849853515625,2.0
3,0,5,72,201,259,67,30,5,1,0,3,1,2,34,14,1,0.1704658498746307,-1.9842520863618494,12.547006307413234,0.18000203743837037,0.25567442861655076,2969.887451171875,2.0
3,0,5,72,487,590,73,36,5,1,2,0,1,4,31,10,1,0.15423311683252067,inf,11.10734400024139,0.17524221673316875,0.23133026900341636,3339.792236328125,0.0
3,0,5,28,14,610,58,27,5,1,2,0,2,3,36,14,1,0.12521221142427882,-0.370444580344359,11.319426135712506,0.14821344564958122,0.1878024423294858,3213.32568359375,0.0
3,0,5,72,562,24,62,22,1,5,1,0,2,2,20,12,1,0.17028428377701887,-1.7726076398039825,11.450069030994957,0.1781852479774333,0.2554040635074412,3248.675048828125,2.0
3,0,5,28,242,363,51,37,1,5,2,0,1,1,33,14,1,0.1144137442676343,-0.10108283379647295,11.13266695597345,0.12930271668468746,0.1716063483323913,3220.04052734375,0.0
3,0,5,28,467,279,56,33,1,5,1,0,2,4,22,12,1,0.179473516631844,-1.3321270475412,11.298836193922732,0.1315469831927903,0.26918617680970747,3168.77294921875,0.0
3,0,5,28,221,279,65,29,1,5,0,3,1,3,38,11,1,0.12651803956234145,inf,11.037239878554667,0.1502722731250249,0.1897612715994121,3288.476318359375,2.0
3,0,5,28,507,259,80,33,1,5,1,3,1,2,46,11,1,0.3697614154070296,0.13967229170878379,12.939509984676139,0.16618372455829702,0.5545815456484405,2842.617919921875,0.0
3,0,14,6,180,571,70,31,1,5,1,0,2,1,37,13,1,0.14789809390622471,0.0011618735964676248,12.191333163357022,0.15474596062981064,0.22182672525470284,3003.517333984375,0.0
3,0,5,28,201,572,68,37,1,5,1,0,2,2,26,12,1,0.23436569236589724,0.039246140308596016,10.687882657947195,0.24135834573134332,0.3515186385058902,3597.851318359375,0.0
3,0,5,28,390,590,74,24,5,1,2,3,2,3,31,15,1,0.15456581465950733,inf,11.15100336711067,0.18519645262767118,0.23182953356298636,3359.552001953125,3.0
3,0,5,28,445,323,64,40,5,1,0,0,1,4,34,11,1,0.20719932697921375,-0.08170986497153347,11.940328550094073,0.21449030356286006,0.31077085396848586,3216.89453125,0.0
3,0,5,28,354,47,71,27,5,1,2,3,2,2,34,14,1,0.19534961076353013,-0.34699071152011995,10.731655839124304,0.19763286368252,0.2930001128640563,3514.366455078125,0.0
3,0,5,28,16,45,60,27,5,1,0,0,1,2,25,10,1,0.24956293980411526,3.019243805503214,10.764226024116251,0.26274423854550866,0.3743140944517427,3715.593017578125,0.0
3,0,5,28,297,0,50,35,1,5,1,3,1,3,45,10,1,0.18165354487626362,-1.1617163980047567,11.279535846678964,0.19798501467775234,0.2724570408471191,3352.530517578125,0.0
3,0,14,6,466,217,70,31,5,1,0,3,2,3,50,12,1,0.12468233606640229,-1.7310844461636083,11.942614038975014,0.13823442223461468,0.1870067984031909,3024.352294921875,0.0
3,0,14,6,527,343,56,28,5,1,0,0,1,3,40,15,1,0.11517314495379806,0.9235280711777955,11.62244156673781,0.13782159056745324,0.17274485312097856,3101.498291015625,2.0
3,0,14,6,126,380,69,28,1,5,0,3,1,2,30,13,1,0.1255420107242244,2.3553288235275613,10.810709863208276,0.15130000954645753,0.18829779724186008,3366.207763671875,0.0
3,0,5,28,14,45,57,37,1,5,1,0,1,4,32,14,1,0.16420396960116446,inf,11.82724241727927,0.18381925863329676,0.24628399465772713,3156.595458984375,0.0
3,0,5,28,14,444,59,22,5,1,0,0,2,1,36,12,1,0.15153121918758303,-1.394607843315398,11.846092985454387,0.16045779396221557,0.22727665818207804,3118.206298828125,0.0
3,0,5,28,220,154,54,21,5,1,2,0,2,1,23,10,1,0.15836237892579885,-0.1228390763040924,11.66553197788431,0.1757910567044904,0.23752279898735587,3192.12939453125,2.0
3,0,5,28,335,171,58,28,5,1,2,3,2,1,38,12,1,0.1589689337679689,inf,11.187279719628503,0.17263100339505286,0.23843300102774176,3296.414306640625,0.0
3,0,5,28,486,0,74,23,5,1,0,3,1,4,42,14,1,0.31360375309191435,2.3738437624367963,9.803915032934961,0.3346700221074246,0.4703711104129609,4318.6318359375,0.0
3,0,5,28,369,509,74,37,1,5,0,0,2,2,39,15,1,0.13084106239929796,inf,11.257921535231144,0.15161711575197437,0.19624500849479146,3234.1708984375,0.0
3,0,5,28,507,363,50,35,5,1,2,0,1,4,36,15,1,0.14896978275667525,-5.585001987397053,11.343063721210367,0.16748889395981295,0.22343560806357504,3252.383544921875,0.0
3,0,14,6,47,132,51,34,1,5,0,3,1,3,47,11,1,0.18539968709994942,inf,12.053257394937416,0.19667229085619278,0.2780742580170877,3136.95849609375,0.0
3,0,14,6,354,301,68,23,5,1,1,3,1,4,38,14,1,0.20779046646281893,0.22641785909270573,10.99104423628472,0.21593839337068693,0.31165948282382305,3487.1396484375,0.0
3,0,5,96,279,421,63,32,5,1,1,3,2,1,32,11,1,0.18567796165596237,1.0180320525435067,10.42749010352833,0.20368697173642072,0.27849503020411115,3645.968994140625,0.0
3,0,5,96,544,549,69,33,1,5,1,0,2,3,39,11,1,0.16288272709683835,-2.3639299911818505,11.644480458595853,0.17578013363587702,0.2443025887336341,3192.3662109375,0.0
3,0,5,96,507,171,59,39,5,1,2,0,1,2,21,11,1,0.15350197477621488,-8.20162413589709,9.29331335295846,0.167786987647795,0.23023659071710892,3987.7197265625,0.0
3,0,5,96,262,194,58,28,1,5,1,3,1,2,42,12,1,0.16509447224383098,2.743555264457345,11.39552154709241,0.17392047464851557,0.24762041517279443,3266.701904296875,0.0
3,0,5,96,107,192,59,26,1,5,0,3,2,2,35,10,1,0.18932628718004896,-0.5432947648627273,9.921910349199933,0.20169651279822487,0.283967967634102,3836.73486328125,0.0
3,0,5,96,369,529,78,28,5,1,2,3,1,1,45,15,1,0.2072091345445068,-6.225343278323266,10.167142116470412,0.2175582712533921,0.31078943135067577,3768.52783203125,0.0
4,0,10,16,299,385,81,100,7,9,0,2,0,3,58,22,1,5.297027394789674,6.456095506149782,13.862402741535519,0.09456270697008538,1.3024011563345457,414.56207275390625,0.0
4,0,10,16,488,303,96,121,9,7,2,0,1,3,50,20,1,0.19470110442587785,-3.305779575633932,11.017374109764864,0.20710392463251429,0.2920275674960371,3493.061767578125,0.0
4,0,10,16,527,55,91,191,7,9,2,0,0,5,48,25,1,0.03301240072457197,inf,7.914243720438439,0.052667232778758524,0.025376735463942073,2199.301025390625,0.0
4,0,10,16,205,346,94,136,7,9,1,0,0,4,40,24,1,0.49524660202687754,inf,10.43077992264672,0.47848333460691317,0.554150776904408,2580.80322265625,0.0
4,0,10,16,215,348,88,204,7,9,1,0,2,2,58,25,1,2.5547476291519944,inf,11.64702778004346,1.7449011109469579,3.831697522627631,2636.958251953125,0.0
4,0,10,16,336,348,94,228,9,7,0,0,2,2,43,25,1,2.0988093949137916,110.33577958880986,13.33302143811508,0.10538322114984992,3.14786044859414,2656.025634765625,3.0
4,0,10,16,220,85,81,206,7,9,0,0,0,3,52,24,1,13.223782923114424,58.25754694595224,0.05012655550753062,14.307657680699753,19.83365434458717,2085.697265625,0.0
4,0,10,16,545,533,82,179,9,7,1,0,2,4,51,22,1,0.19638555429580395,0.3918969080142994,12.247559130868654,0.21153097998158646,0.2945516558626625,3153.283203125,0.0
4,0,10,16,336,576,97,162,7,9,0,0,1,3,54,20,1,1.7943766771857719,inf,13.004607102380058,0.21557357529341392,2.6912778085628055,2620.518798828125,0.0
4,0,10,16,218,57,70,113,9,7,2,0,1,2,59,22,1,0.06867093674357505,inf,6.538459822228018,0.08942147294034396,0.1030012875952222,5302.576171875,0.0
4,0,10,16,527,425,88,197,7,9,1,0,2,2,42,21,1,0.14346886277445486,inf,10.737420195718714,0.1659201444369203,0.21518608957151258,3446.405517578125,0.0
4,0,10,16,183,83,75,243,9,7,2,0,1,3,48,25,1,0.12755325028370296,inf,7.997517430065626,0.13658819532491398,0.19131685313302102,4970.4072265625,0.0
4,0,10,16,188,87,77,111,9,7,1,0,1,3,40,22,1,0.034025878274223945,inf,7.541249450644491,0.059266744937821844,0.051035920179852895,4500.0439453125,0.0
4,0,10,16,447,81,73,183,7,9,1,0,1,2,44,20,1,2.8417066931278248,-2.1611829250888546,3.090991780274014,0.013150299618858758,4.2624608305433584,10612.8037109375,0.0
4,0,10,16,564,87,74,217,7,9,1,2,1,5,55,20,1,0.6509358746253573,15.890548900245758,7.861229814646008,0.03789856332773852,0.9763462167972314,4256.71240234375,0.0
4,0,10,16,262,51,94,153,9,7,0,2,0,2,47,21,1,0.27789538363742766,4.834001533886626,12.61094324583882,0.13060820754580696,0.4168006334321584,2856.7001953125,0.0
4,0,10,16,508,515,91,239,7,9,0,0,0,3,44,20,1,0.10444745795641092,0.671119419336865,11.807662210571575,0.1344342602061464,0.15665760883181554,3049.03857421875,1.0
4,0,10,16,200,595,97,103,7,9,2,2,0,2,59,23,1,0.10344319487094275,0.7907275968977504,11.24541187416467,0.12463703029653402,0.15515171147985532,3167.585205078125,0.0
4,0,10,16,336,492,76,193,9,7,0,0,0,3,53,25,1,0.2507672959931267,1.0404945227994113,10.663744679018194,0.24909947917115757,0.3761199435917301,3705.378662109375,0.0
4,0,10,16,563,533,92,173,9,7,0,0,1,5,58,25,1,0.2658564131002241,inf,11.029180448715259,0.27007510128658657,0.39874958600489724,3578.59765625,0.0
4,0,10,16,205,595,73,140,7,9,2,2,0,4,48,25,1,0.08425221289207765,inf,12.401479961636856,0.10710245759167067,0.12636673771632642,2828.158935546875,0.0
4,0,10,16,409,368,89,151,7,9,2,0,1,5,60,24,1,0.06095220903410593,-1.1657514055070508,13.608000788909042,0.08368524022148417,0.09141922270555142,2520.428466796875,0.0
4,0,10,16,336,513,73,177,7,9,0,0,0,3,53,22,1,0.2108639908741167,-1.0387119483927558,11.61724004747681,0.21723552402055774,0.31626875854222686,3358.90380859375,0.0
4,0,10,16,211,533,99,208,7,9,2,2,2,2,42,23,1,0.24565992875796375,-2.161860691015195,10.63886310901896,0.24374688245891063,0.36846007527243785,3723.772216796875,0.0
4,0,10,16,196,79,84,116,7,9,2,0,2,3,44,22,1,0.02434942360630421,-0.5145599457337932,4.691039964133417,0.04444053066376592,0.03652284060235626,7142.98486328125,0.0
4,0,10,16,429,325,96,237,9,7,2,0,2,4,51,23,1,0.20667990233701686,inf,10.957034773692587,0.22189883684584405,0.30999417118918515,3531.296630859375,1.0
4,0,10,16,564,51,90,202,9,7,1,2,0,3,48,22,1,0.13779057467601324,inf,11.75205007373438,0.15187244962027283,0.20666768712496103,3108.881591796875,0.0
4,0,10,74,447,83,74,185,7,9,2,0,1,4,46,21,1,3.492139303066355,17.864162641823068,13.100676119470762,0.16167840000044367,5.237561956369179,2925.01318359375,0.0
4,0,10,74,356,63,93,196,7,9,1,0,1,3,41,20,1,3.0079917002515875,147.5722123166761,3.030713189813952,1.3982208291549205,4.511818295428909,7801.5966796875,1.0
4,0,10,16,318,305,92,188,9,7,2,0,1,3,54,23,1,0.17453424464619965,-1.199930776761173,11.450182387401485,0.18631035004349805,0.26177885992475924,3289.806640625,0.0
4,0,10,16,263,383,71,180,7,9,0,0,1,4,42,21,1,0.14586613987284172,-1.79353675518715,10.757851636231635,0.16555939432979083,0.21878149293079002,3425.8515625,1.0
4,0,10,16,410,66,80,148,7,9,0,2,1,5,47,22,1,0.17791679117490072,0.9105469250320515,11.3031455673356,0.2159792022956092,0.2668530220882736,3405.3046875,0.0
4,0,10,16,391,492,71,146,9,7,1,2,1,3,57,23,1,0.20737342467873868,inf,12.114989746148986,0.22255774030024525,0.31103199212959926,3210.552001953125,0.0
4,0,10,16,467,348,70,190,9,7,2,0,0,3,58,22,1,0.16928417661580375,0.8596632597922012,11.715126972032094,0.14529074392038008,0.25390324292447464,3137.106201171875,2.0
4,0,10,16,545,469,95,238,7,9,1,0,0,2,40,24,1,0.23550672281676263,inf,10.939785812391417,0.236879976875904,0.35323095628068646,3638.84423828125,0.0
4,0,10,16,211,53,71,233,9,7,1,2,0,4,52,20,1,0.05342843189262471,-0.45051791795371293,13.956952251247438,0.06619929688478036,0.08013423428664193,2410.34716796875,0.0
4,0,10,16,194,305,98,232,9,7,1,2,1,2,60,23,1,0.1176585516720135,inf,12.814012468780229,0.1315882652194746,0.17647123133235,2814.196044921875,0.0
4,0,10,16,319,346,100,144,7,9,0,2,2,2,48,21,1,0.165781844526481,-1.8815045835810578,10.696409688939458,0.1882332416520997,0.2486526267401569,3498.9990234375,0.0
4,0,10,16,263,303,92,175,7,9,2,2,0,5,42,24,1,0.20997367438045944,0.9654679299680363,11.4257850286213,0.23122481488336924,0.31493368186829057,3412.435546875,0.0
4,0,10,16,467,325,78,250,7,9,1,2,1,2,50,23,1,0.1642474078678989,-0.3162292062724347,11.916180211253641,0.18395710178093597,0.24634927960332165,3151.455078125,0.0
4,0,10,16,370,65,91,163,9,7,1,0,2,4,58,21,1,0.09502865702232795,8.17723080616539,9.117750991847178,0.11727339422806901,0.14253312958191905,3881.207275390625,0.0
4,0,10,16,215,81,95,136,9,7,2,0,1,2,51,23,1,2.9200232858454163,-2.237747350706879,3.120309873970011,0.01596650790707576,4.379932295364474,10532.1015625,0.0
4,0,10,15,467,405,79,184,9,7,0,2,2,3,60,20,1,0.15652794794777422,1.6035070422872542,13.209997093801807,0.11107631712488823,0.23476743708103207,2668.02685546875,3.0
4,0,10,15,545,513,85,248,7,9,2,2,2,3,46,23,1,0.20152539367401376,-1.5801468089203623,11.717120570682019,0.21059591077341527,0.30226132283019563,3279.7353515625,0.0
4,0,10,15,410,383,73,126,9,7,0,2,0,5,51,24,1,0.12329706983167125,-0.9562233878940789,11.46880588967503,0.14922344030077428,0.18492995419704775,3181.14990234375,0.0
4,0,10,15,319,492,91,229,9,7,1,2,0,2,58,24,1,0.21338043065114068,inf,11.387690753108227,0.2206927783080504,0.3200430655822499,3406.745361328125,0.0
4,0,10,15,447,403,91,136,9,7,2,2,0,4,50,21,1,0.17533366860890878,2.315612184335055,11.964421556948473,0.13777219756044576,0.2629762634137777,3032.487548828125,1.0
4,0,10,74,222,305,82,200,9,7,1,2,1,5,55,21,1,0.13070546090672686,1.2552412506866342,12.332079636672137,0.14496348496649591,0.19604046019268262,2969.0595703125,0.0
4,0,10,74,546,327,85,159,9,7,2,0,0,3,54,23,1,0.12824807211035227,1.2400675338144418,12.486548611069887,0.147940947744587,0.19235437258614793,2917.81298828125,0.0
4,0,10,74,507,405,89,229,7,9,1,2,2,4,54,20,1,0.4751884428548459,12.082876300965077,13.805579826829737,0.1097504760049231,0.7127027696008604,2550.285888671875,0.0
4,0,10,74,391,346,99,137,7,9,0,2,1,5,53,25,1,0.5222814428237478,9.43980947679884,12.324748894413682,0.07874816000293758,0.7833456108789633,2777.40869140625,0.0
4,0,10,74,188,57,98,121,7,9,0,0,0,4,51,21,1,0.05579899362272491,0.07647237029346841,7.0935067299787224,0.07983855902662859,0.08369400951785666,4846.80615234375,0.0
4,0,10,74,546,515,75,235,7,9,1,0,2,4,49,22,1,0.33816506626178894,inf,12.463496700526067,0.12747319548781558,0.507194943479818,2867.929443359375,0.0
4,0,10,74,299,533,95,191,9,7,2,0,1,5,54,20,1,0.26808389751113515,2.102795650109106,10.60925965999685,0.27065974327511794,0.40209301368739725,3800.82568359375,1.0
4,0,10,74,183,75,80,250,7,9,1,2,2,3,54,25,1,0.0824786171700511,-1.9094481933861371,14.212208084710113,0.06535563816739791,0.1237043658831068,2373.683837890625,0.0
4,0,10,74,188,66,93,238,9,7,1,2,1,5,50,22,1,0.1680032236905511,0.857319320703054,11.43616358833904,0.2072424832556589,0.25198358988970804,3334.8173828125,2.0
4,0,10,74,370,553,98,250,9,7,0,2,0,5,58,24,1,0.1685255614791312,inf,12.114235855164784,0.19540675014588096,0.2527657680300124,3129.52734375,0.0
4,0,10,10,319,555,72,199,9,7,0,0,0,5,60,20,1,0.5249589170023996,inf,13.859537671561549,0.06136147549114267,0.787352344183409,2419.75146484375,0.0
4,0,10,10,202,59,89,225,7,9,0,0,0,3,58,23,1,3.526224777481594,-11.857293008294858,0.014247998946177292,3.6351145815703587,5.289193312234987,8770.1982421875,0.0
4,0,10,10,446,327,79,148,7,9,2,2,2,3,55,24,1,0.7590757007684589,inf,12.202213793805974,0.05816024438668395,1.1385044410409035,2753.32568359375,0.0
4,0,10,10,392,50,98,113,7,9,0,0,2,4,56,24,1,0.3200322296185436,-32.21733390642189,12.22170337449681,0.06866374778537186,0.4800021497792489,2771.396728515625,0.0
4,0,10,10,410,283,97,130,7,9,1,0,1,2,48,22,1,0.9404130542457758,24.432892846390295,12.84522594971138,0.11354790001985768,1.4104652288563546,2753.00927734375,0.0
4,0,10,10,203,425,99,172,9,7,1,0,2,3,58,24,1,1.8015385165151772,inf,12.549300145230076,0.08967810086516231,2.70202981408331,2759.023193359375,0.0
4,0,10,10,190,427,100,183,7,9,1,0,2,4,53,21,1,11.041203219552289,77.83393746992729,6.145040706281021,6.410726970857069,16.560255312584076,2568.500732421875,0.0
4,0,10,10,243,348,70,171,7,9,1,2,2,3,40,20,1,1.253071950509157,inf,10.961573764678928,0.03767361242773791,1.8794488586672582,3013.868408203125,0.0
4,0,10,10,487,325,89,135,9,7,1,2,1,5,55,21,1,0.18989004218872274,3.1178366251569023,12.493074486185698,0.12948661615427323,0.2848066584670063,2875.319091796875,0.0
4,0,10,10,243,553,80,123,7,9,1,2,2,2,60,22,1,0.9836692571940607,inf,12.928924703693397,0.1006332188909161,1.4753459390907555,2706.09375,1.0
4,0,10,10,429,77,95,203,7,9,2,0,1,4,57,25,1,0.163442306347716,25.32131415980539,7.849063024584428,0.036407249676101455,0.24514822806878742,4262.45361328125,1.0
4,0,10,10,318,553,95,134,9,7,1,0,0,2,47,22,1,0.4824850051140733,inf,13.099924902156593,0.09192990035149429,0.7236507465224817,2640.853271484375,1.0
4,0,10,139,279,264,81,194,7,9,1,2,2,4,50,20,1,9.757162095033564,inf,14.949121263346912,0.20108140366303698,14.634084467055441,2151.46337890625,0.0
4,0,10,139,243,535,83,204,7,9,0,0,2,3,43,24,1,6.60194163315932,inf,14.522497268830044,0.04248180050323224,9.901812551722623,2268.240234375,0.0
4,0,10,139,215,48,94,185,9,7,0,0,2,5,55,23,1,0.13557252572753245,-0.20893830056089396,12.598382119806951,0.14846835760848823,0.20333939272125837,2876.293701171875,0.0
4,0,10,139,218,66,77,161,7,9,2,0,1,5,53,22,1,0.19635629877527822,0.9216412306822072,11.182108591095993,0.22959998254307884,0.2945101935587664,3489.738525390625,0.0
4,0,10,139,335,69,80,132,9,7,1,0,2,3,56,20,1,0.13347556746741773,-1.6094230581312927,12.690447452465522,0.14767860355862866,0.20019422578142418,2857.117431640625,0.0
4,0,10,139,335,55,73,112,7,9,2,2,0,3,49,23,1,2.1135929027828655,inf,6.202565841733108,0.03155090154059051,3.1702399417638043,5353.9765625,0.0
4,0,10,10,527,327,97,204,9,7,1,0,1,2,57,24,1,12.314424810017162,429.0624904739245,11.881869507456045,1.3536464612031447,18.469830737415986,2426.714111328125,0.0
4,0,10,10,446,533,76,246,9,7,1,0,1,5,59,25,1,0.2900395886366198,inf,14.534757655644038,0.08853615809271162,0.4350074140070088,2371.073486328125,0.0
4,0,10,10,203,325,79,154,7,9,0,0,2,2,41,22,1,3.88886423092772,247.9621436099638,13.848107512319277,0.0673024549794908,5.832647488119948,2446.96142578125,3.0
4,0,10,10,203,385,88,167,9,7,2,2,1,2,43,25,1,9.920164345570525,-32.17862815486734,10.446946717288386,1.4665724785032987,14.878906278733634,2736.6435546875,2.0
4,0,10,10,222,513,94,227,7,9,2,0,2,3,47,20,1,0.6702684704535095,56.8409228488034,15.215109257093689,0.06736590066535882,1.0052799047543546,2209.49267578125,2.0
4,0,10,10,336,69,95,121,9,7,2,2,1,5,53,25,1,0.9998773764405348,inf,14.305557948752558,0.08440963496990911,1.4996393774777768,2395.974365234375,3.0
4,0,10,10,487,87,73,213,9,7,2,0,0,3,42,25,1,0.2775189109956601,2.3242811816876814,12.84695874884308,0.07352517053251913,0.4162373070868408,2645.392333984375,3.0
4,0,10,10,507,446,71,199,7,9,1,2,1,3,47,20,1,0.5809720119339687,inf,14.910855888742645,0.08004771845884957,0.871351944213534,2289.05029296875,3.0
4,0,10,10,545,515,95,248,9,7,2,0,2,5,52,20,1,11.4387431580858,137.44547240965542,3.443277061418096,9.394368229637339,17.156449087029138,2514.119140625,0.0
4,0,10,10,487,327,90,138,7,9,1,2,1,4,54,22,1,10.287998589957583,inf,11.832322257495523,0.20427302418377916,15.430617226548447,2698.460205078125,0.0
4,0,10,10,370,492,87,231,9,7,2,2,0,3,45,25,1,0.0823792926350653,-3.238654727837039,14.233129582100666,0.10125511588695486,0.12355604572773059,2449.94677734375,3.0
4,0,10,10,222,57,83,187,9,7,1,2,0,3,52,23,1,0.056597236715487345,inf,5.280486311071637,0.041965163953182893,0.08489254709578348,6374.37060546875,0.0
4,0,10,10,370,81,95,123,7,9,2,0,0,2,60,20,1,3.2705057529738877,-2.280937913533833,0.022118719942123867,3.36130086556893,4.905634418420154,9404.59375,1.0
4,0,10,10,279,346,85,248,7,9,1,2,2,4,46,24,1,1.980254190866497,inf,12.93161819230324,0.07001698492227333,2.970074268048987,2626.662841796875,0.0
4,0,10,10,545,303,91,176,7,9,0,0,1,5,51,25,1,0.10646079749571995,-1.4335454735761666,12.482057307515532,0.12656778134137484,0.15967626998000506,2853.6142578125,0.0
4,0,10,97,528,55,80,232,9,7,0,0,2,5,53,20,1,0.07567014738271975,-0.16827075168691863,8.59385606430619,0.04508884458253392,0.029980498200707428,1032.14208984375,0.0
4,0,10,97,217,57,79,106,7,9,1,0,1,4,60,23,1,0.16801852250977292,0.0898915955342473,7.221852452620107,0.1868268508983177,0.010636947358807753,218.48764038085938,0.0
4,0,10,97,467,368,86,195,9,7,0,0,1,4,56,22,1,4.287203488178859,inf,14.03238954127356,0.06454030696086892,3.541211535661158,1322.9876708984375,0.0
4,0,10,97,217,513,83,138,9,7,0,0,2,3,43,25,1,0.11749183758435926,-0.4342518323312921,13.355952986745859,0.13286437704208348,0.0503486505103332,768.14599609375,0.0
4,0,10,97,429,405,91,226,7,9,1,0,1,4,54,20,1,4.458834592692091,inf,13.737071517191927,0.0458906535517484,6.687546149922363,2408.389404296875,0.0
4,0,10,10,356,51,73,246,9,7,1,0,0,5,58,20,1,4.8498771664386915,inf,14.241647629766186,0.048704879207877534,7.274016354171231,2313.906494140625,0.0
4,0,10,139,203,576,88,196,9,7,0,2,1,4,43,24,1,5.029469564720614,inf,14.430517270997449,0.043822118878356076,7.543363303996574,2284.64501953125,0.0
4,0,10,139,209,51,71,249,7,9,0,2,2,5,46,24,1,3.8353011777134185,-38.585522393884986,14.096285188901804,0.04936716912574453,5.752320110470461,2354.13720703125,0.0
